frame_id,timestamp,rgb_path,semantic_path,x,y,yaw,terrain,landmarks
20,5.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000020.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000020.png,4.040404,0.0,0.0,,
21,5.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000021.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000021.png,4.242424,0.0,0.0,,
22,5.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000022.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000022.png,4.444444,0.0,0.0,,
23,5.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000023.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000023.png,4.646465,0.0,0.0,,
24,6.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000024.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000024.png,4.848485,0.0,0.0,,
25,6.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000025.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000025.png,5.050505,0.0,0.0,,
26,6.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000026.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000026.png,5.252525,0.0,0.0,,
27,6.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000027.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000027.png,5.454545,0.0,0.0,,
28,7.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000028.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000028.png,5.656566,0.0,0.0,,
29,7.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000029.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000029.png,5.858586,0.0,0.0,,
30,7.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000030.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000030.png,6.060606,0.0,0.0,,
31,7.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000031.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000031.png,6.262626,0.0,0.0,,
32,8.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000032.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000032.png,6.464646,0.0,0.0,,
33,8.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000033.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000033.png,6.666667,0.0,0.0,,
34,8.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000034.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000034.png,6.868687,0.0,0.0,,
35,8.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000035.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000035.png,7.070707,0.0,0.0,,
36,9.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000036.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000036.png,7.272727,0.0,0.0,,
37,9.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000037.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000037.png,7.474747,0.0,0.0,,
38,9.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000038.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000038.png,7.676768,0.0,0.0,,
39,9.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000039.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000039.png,7.878788,0.0,0.0,,
40,10.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000040.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000040.png,8.080808,0.0,0.0,,
41,10.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000041.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000041.png,8.282828,0.0,0.0,,
42,10.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000042.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000042.png,8.484848,0.0,0.0,,
43,10.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000043.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000043.png,8.686869,0.0,0.0,,
44,11.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000044.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000044.png,8.888889,0.0,0.0,,
45,11.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000045.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000045.png,9.090909,0.0,0.0,,
46,11.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000046.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000046.png,9.292929,0.0,0.0,,
47,11.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000047.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000047.png,9.494949,0.0,0.0,,
48,12.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000048.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000048.png,9.69697,0.0,0.0,,
49,12.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000049.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000049.png,9.89899,0.0,0.0,,
50,12.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000050.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000050.png,10.10101,0.0,0.0,,
51,12.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000051.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000051.png,10.30303,0.102041,0.007143,,
52,13.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000052.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000052.png,10.505051,0.204082,0.014286,,
53,13.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000053.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000053.png,10.707071,0.306122,0.021429,,
54,13.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000054.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000054.png,10.909091,0.408163,0.028571,,
55,13.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000055.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000055.png,11.111111,0.510204,0.035714,,
56,14.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000056.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000056.png,11.313131,0.612245,0.042857,,
57,14.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000057.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000057.png,11.515152,0.714286,0.05,,
58,14.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000058.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000058.png,11.717172,0.816327,0.057143,,
59,14.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000059.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000059.png,11.919192,0.918367,0.064286,,
60,15.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000060.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000060.png,12.121212,1.020408,0.071429,,
61,15.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000061.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000061.png,12.323232,1.122449,0.078571,,
62,15.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000062.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000062.png,12.525253,1.22449,0.085714,,
63,15.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000063.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000063.png,12.727273,1.326531,0.092857,,
64,16.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000064.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000064.png,12.929293,1.428571,0.1,,
65,16.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000065.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000065.png,13.131313,1.530612,0.107143,,
66,16.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000066.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000066.png,13.333333,1.632653,0.114286,,
67,16.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000067.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000067.png,13.535354,1.734694,0.121429,,
68,17.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000068.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000068.png,13.737374,1.836735,0.128571,,
69,17.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000069.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000069.png,13.939394,1.938776,0.135714,,
70,17.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000070.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000070.png,14.141414,2.040816,0.142857,,
71,17.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000071.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000071.png,14.343434,2.142857,0.15,,
72,18.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000072.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000072.png,14.545455,2.244898,0.157143,,
73,18.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000073.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000073.png,14.747475,2.346939,0.164286,,
74,18.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000074.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000074.png,14.949495,2.44898,0.171429,,
75,18.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000075.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000075.png,15.151515,2.55102,0.178571,,
76,19.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000076.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000076.png,15.353535,2.653061,0.185714,,
77,19.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000077.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000077.png,15.555556,2.755102,0.192857,,
78,19.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000078.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000078.png,15.757576,2.857143,0.2,,
79,19.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000079.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000079.png,15.959596,2.959184,0.207143,,
80,20.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000080.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000080.png,16.161616,3.061224,0.214286,,
81,20.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000081.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000081.png,16.363636,3.163265,0.221429,,
82,20.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000082.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000082.png,16.565657,3.265306,0.228571,,
83,20.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000083.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000083.png,16.767677,3.367347,0.235714,,
84,21.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000084.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000084.png,16.969697,3.469388,0.242857,,
85,21.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000085.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000085.png,17.171717,3.571429,0.25,,
86,21.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000086.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000086.png,17.373737,3.673469,0.257143,,
87,21.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000087.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000087.png,17.575758,3.77551,0.264286,,
88,22.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000088.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000088.png,17.777778,3.877551,0.271429,,
89,22.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000089.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000089.png,17.979798,3.979592,0.278571,,
90,22.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000090.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000090.png,18.181818,4.081633,0.285714,,
91,22.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000091.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000091.png,18.383838,4.183673,0.292857,,
92,23.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000092.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000092.png,18.585859,4.285714,0.3,,
93,23.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000093.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000093.png,18.787879,4.387755,0.307143,,
94,23.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000094.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000094.png,18.989899,4.489796,0.314286,,
95,23.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000095.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000095.png,19.191919,4.591837,0.321429,,
96,24.0,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000096.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000096.png,19.393939,4.693878,0.328571,,
97,24.25,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000097.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000097.png,19.59596,4.795918,0.335714,,
98,24.5,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000098.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000098.png,19.79798,4.897959,0.342857,,
99,24.75,D:\Instruct-Nav\outputs\demo_manifest_indexed\frames\000099.jpg,D:\Instruct-Nav\outputs\demo_manifest_indexed\masks\000099.png,20.0,5.0,0.35,,
