frame_id,timestamp,rgb_path,semantic_path,x,y,yaw,terrain,landmarks
20,5.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000020.jpg,,4.040404,0.0,0.0,grass,
21,5.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000021.jpg,,4.242424,0.0,0.0,grass,
22,5.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000022.jpg,,4.444444,0.0,0.0,grass,
23,5.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000023.jpg,,4.646465,0.0,0.0,grass,
24,6.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000024.jpg,,4.848485,0.0,0.0,grass,
25,6.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000025.jpg,,5.050505,0.0,0.0,grass,
26,6.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000026.jpg,,5.252525,0.0,0.0,grass,
27,6.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000027.jpg,,5.454545,0.0,0.0,grass,
28,7.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000028.jpg,,5.656566,0.0,0.0,grass,
29,7.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000029.jpg,,5.858586,0.0,0.0,grass,
30,7.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000030.jpg,,6.060606,0.0,0.0,grass,
31,7.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000031.jpg,,6.262626,0.0,0.0,grass,
32,8.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000032.jpg,,6.464646,0.0,0.0,grass,
33,8.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000033.jpg,,6.666667,0.0,0.0,grass,
34,8.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000034.jpg,,6.868687,0.0,0.0,grass,
35,8.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000035.jpg,,7.070707,0.0,0.0,grass,
36,9.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000036.jpg,,7.272727,0.0,0.0,grass,
37,9.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000037.jpg,,7.474747,0.0,0.0,grass,
38,9.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000038.jpg,,7.676768,0.0,0.0,grass,
39,9.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000039.jpg,,7.878788,0.0,0.0,grass,
40,10.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000040.jpg,,8.080808,0.0,0.0,grass,
41,10.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000041.jpg,,8.282828,0.0,0.0,grass,
42,10.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000042.jpg,,8.484848,0.0,0.0,grass,
43,10.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000043.jpg,,8.686869,0.0,0.0,grass,
44,11.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000044.jpg,,8.888889,0.0,0.0,grass,
45,11.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000045.jpg,,9.090909,0.0,0.0,grass,
46,11.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000046.jpg,,9.292929,0.0,0.0,grass,
47,11.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000047.jpg,,9.494949,0.0,0.0,grass,
48,12.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000048.jpg,,9.69697,0.0,0.0,grass,
49,12.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000049.jpg,,9.89899,0.0,0.0,grass,
50,12.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000050.jpg,,10.10101,0.0,0.0,grass,
51,12.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000051.jpg,,10.30303,0.102041,0.00714286,grass,
52,13.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000052.jpg,,10.505051,0.204082,0.01428571,grass,
53,13.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000053.jpg,,10.707071,0.306122,0.02142857,grass,
54,13.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000054.jpg,,10.909091,0.408163,0.02857143,grass,
55,13.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000055.jpg,,11.111111,0.510204,0.03571429,grass,
56,14.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000056.jpg,,11.313131,0.612245,0.04285714,grass,
57,14.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000057.jpg,,11.515152,0.714286,0.05,grass,
58,14.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000058.jpg,,11.717172,0.816327,0.05714286,grass,
59,14.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000059.jpg,,11.919192,0.918367,0.06428571,grass,
60,15.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000060.jpg,,12.121212,1.020408,0.07142857,grass,
61,15.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000061.jpg,,12.323232,1.122449,0.07857143,grass,
62,15.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000062.jpg,,12.525253,1.22449,0.08571429,grass,
63,15.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000063.jpg,,12.727273,1.326531,0.09285714,grass,
64,16.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000064.jpg,,12.929293,1.428571,0.1,grass,
65,16.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000065.jpg,,13.131313,1.530612,0.10714286,grass,
66,16.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000066.jpg,,13.333333,1.632653,0.11428571,grass,
67,16.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000067.jpg,,13.535354,1.734694,0.12142857,grass,
68,17.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000068.jpg,,13.737374,1.836735,0.12857143,grass,
69,17.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000069.jpg,,13.939394,1.938776,0.13571429,grass,
70,17.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000070.jpg,,14.141414,2.040816,0.14285714,grass,
71,17.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000071.jpg,,14.343434,2.142857,0.15,grass,
72,18.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000072.jpg,,14.545455,2.244898,0.15714286,grass,
73,18.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000073.jpg,,14.747475,2.346939,0.16428571,grass,
74,18.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000074.jpg,,14.949495,2.44898,0.17142857,grass,
75,18.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000075.jpg,,15.151515,2.55102,0.17857143,grass,
76,19.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000076.jpg,,15.353535,2.653061,0.18571429,grass,
77,19.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000077.jpg,,15.555556,2.755102,0.19285714,grass,
78,19.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000078.jpg,,15.757576,2.857143,0.2,grass,
79,19.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000079.jpg,,15.959596,2.959184,0.20714286,grass,
80,20.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000080.jpg,,16.161616,3.061224,0.21428571,grass,
81,20.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000081.jpg,,16.363636,3.163265,0.22142857,grass,
82,20.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000082.jpg,,16.565657,3.265306,0.22857143,grass,
83,20.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000083.jpg,,16.767677,3.367347,0.23571429,grass,
84,21.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000084.jpg,,16.969697,3.469388,0.24285714,grass,
85,21.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000085.jpg,,17.171717,3.571429,0.25,grass,
86,21.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000086.jpg,,17.373737,3.673469,0.25714286,grass,
87,21.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000087.jpg,,17.575758,3.77551,0.26428571,grass,
88,22.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000088.jpg,,17.777778,3.877551,0.27142857,grass,
89,22.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000089.jpg,,17.979798,3.979592,0.27857143,grass,
90,22.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000090.jpg,,18.181818,4.081633,0.28571429,grass,
91,22.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000091.jpg,,18.383838,4.183673,0.29285714,grass,
92,23.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000092.jpg,,18.585859,4.285714,0.3,grass,
93,23.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000093.jpg,,18.787879,4.387755,0.30714286,grass,
94,23.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000094.jpg,,18.989899,4.489796,0.31428571,grass,
95,23.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000095.jpg,,19.191919,4.591837,0.32142857,grass,
96,24.0,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000096.jpg,,19.393939,4.693878,0.32857143,grass,
97,24.25,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000097.jpg,,19.59596,4.795918,0.33571429,grass,
98,24.5,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000098.jpg,,19.79798,4.897959,0.34285714,grass,
99,24.75,D:\Instruct-Nav\outputs\demo_folder_pose\frames\000099.jpg,,20.0,5.0,0.35,grass,
